OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2553,Unnamed Tributary,River/Stream,"[unnamed tributary to Steep Hill Brook, Mill Street, Stoughton]",01090001,,,,,42.1341626100,-71.1328683600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2554,Unnamed Tributary,River/Stream,"[unnamed tributary to Steep Hill Brook, Central Street, Stoughton]",01090001,,,,,42.1306595400,-71.1292840100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2555,Unnamed Tributary,River/Stream,"[unnamed tributary to unnamed tributary to Steep Hill Brook, Pratts Court, Stoughton]",01090001,,,,,42.1270003600,-71.1264349600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2556,Unnamed Tributary,River/Stream,"[unnamed tributary to Steep Hill Brook, outlet Town Pond, Pratts Court, Stoughton]",01090001,,,,,42.1268358200,-71.1296855300,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2569,Unnamed Tributary,River/Stream,"[unnamed tributary to Hawes Brook, northern culvert where stream daylights east of Arcadia Road, Norwood]",01090001,,,,,42.1776186800,-71.2277395600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2570,Unnamed Tributary,River/Stream,"[unnamed tributary to Hawes Brook, southern culvert where stream daylights east of Arcadia Road, Norwood]",01090001,,,,,42.1775859000,-71.2277276900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2648,Germany Brook,River/Stream,"[approximately 900 feet south of the northern most crossing of Westover Parkway (adjacent to #76 Westover Parkway), Norwood]",01090001,,,,,42.1904353400,-71.2235817400,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2649,Germany Brook,River/Stream,"[Sycamore Drive, Westwood]",01090001,,,,,42.1963240500,-71.2246985400,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2660,Weymouth Back River,River/Stream,"[in fishway, approximately 90 feet downstream of unnamed road connecting Commercial and Water streets, Weymouth (locally ""Herring Run Brook"")]",01090001,,,,,42.2151040000,-70.9236020000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2661,Weymouth Back River,River/Stream,"[at confluence with unnamed tributary (outlet Whitmans Pond), west of Water Street, Weymouth (locally ""Elias Brook"")]",01090001,,,,,42.2127654300,-70.9245431700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2662,Unnamed Tributary,River/Stream,"[unnamed tributary to Weymouth Back River (outlet Whitmans Pond) upstream at Pleasant Street, Weymouth]",01090001,,,,,42.2124955900,-70.9248852900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2663,Weymouth Back River,River/Stream,"[approximately 1150 feet downstream of Commercial Street, Weymouth (locally ""Herring Run Brook"")]",01090001,,,,,42.2184310000,-70.9229950000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2664,Weymouth Back River,River/Stream,"[pedestrian bridge approximately 150 feet downstream of Commercial Street, Weymouth (locally ""Herring Run Brook"")]",01090001,,,,,42.2158994800,-70.9225430400,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2665,Weymouth Back River,River/Stream,"[downstream at Commercial Street, Weymouth (locally ""Herring Run Brook"")]",01090001,,,,,42.2156318000,-70.9226031600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2670,Cambridge Reservoir,Lake,"[index site, southern end of reservoir, Waltham]",01090001,,,,,42.4102831000,-71.2674529000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2671,Cambridge Reservoir,Lake,"[western side of reservoir approximately 0.2 miles south of Lincoln/Waltham corporate boundary, Winter Street, Waltham]",01090001,,,,,42.4084108400,-71.2721719600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2698,Lake Pearl,Lake,"[northwestern edge of lake, at Sweatt Beach, east off Woolford Road, Wrentham]",01090001,,,,,42.0683791700,-71.3557567200,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2701,Walden Pond,Lake,"[index site, Saugus]",01090001,,,,,42.4951760000,-71.0050255000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2702,Walden Pond,Lake,"[eastern edge of pond at the Walden Pond East End Dam (NAT ID: MA00235) north of Great Woods Road, Lynn]",01090001,,,,,42.4931300000,-70.9794100000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2703,Ponkapoag Pond,Lake,"[southern end of pond, at boat ramp north of Randolph Street, Canton]",01090001,,,,,42.1883800000,-71.0935580000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2704,South Reservoir,Lake,"[index site, Medford]",01090001,,,,,42.4446923000,-71.1158183000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2705,South Reservoir,Lake,"[eastern lobe of pond at the South Reservoir East Dike Dam (NAT ID: MA01278), Medford]",01090001,,,,,42.4432826200,-71.1129272200,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2710,Field Pond,Lake,"[index site, Andover]",01090001,,,,,42.6074803000,-71.1097834000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2711,Field Pond,Lake,"[northern edge of pond, from the public access area south of Harold Parker Road, Andover]",01090001,,,,,42.6103574500,-71.1075285400,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2715,Stiles Pond,Lake,"[index site, Boxford]",01090001,,,,,42.6889889000,-71.0370628000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2716,Stiles Pond,Lake,"[western edge of pond at Stiles Pond Beach, north of Stiles Pond Road, Boxford]",01090001,,,,,42.6866548500,-71.0421793600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2728,Cochato River,River/Stream,"[downstream at weir on the Braintree Municipal Golf Course, southeast of Richardi Reservoir, Braintree]",01090001,,,,,42.1873300000,-71.0185280000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2729,Cochato River,River/Stream,"[east of Kingcrest Terrace (trail from eastern end of terrace), Randolph]",01090001,,,,,42.1638131500,-71.0255235700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2730,Mary Lee Brook,River/Stream,"[Mill Street, Randolph]",01090001,,,,,42.1609870600,-71.0288728600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2731,Cochato River,River/Stream,"[Center Street, Holbrook]",01090001,,,,,42.1575382500,-71.0263281700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2732,Farm River,River/Stream,"[footpath on Braintree Municipal Golf Course, approximately 300 feet upstream from mouth at confluence with Cochato River (forming headwaters Monatiquot River), Braintree]",01090001,,,,,42.1945788300,-71.0138339900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2733,Monatiquot River,River/Stream,"[northern most footpath on the Braintree Municipal Golf Course, west of Jefferson Street, Braintree]",01090001,,,,,42.1987230000,-71.0107760000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2735,East Branch,River/Stream,"[Revere Court, Canton]",01090001,,,,,42.1545029700,-71.1469501900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2736,East Branch,River/Stream,"[on the northern braid, southeast from the southern end of Riverview Road, Canton]",01090001,,,,,42.1578621800,-71.1597905900,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2737,Neponset River,River/Stream,"[approximately 850 feet downstream from railroad spur north at the Hollingsworth & Vose Dam (NAT ID: MA03136), Walpole (at the Norwood town line)]",01090001,,,,,42.1666800000,-71.2112230000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2738,Unnamed Tributary,Storm Sewer,"[unnamed tributary to Plantingfield Brook, stormdrain outfall approximately 50 feet east off Ash Road (south of the Alpine Road intersection), Norwood]",01090001,,,,,42.2046440000,-71.1983650000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2772,Neponset River,River/Stream,"[Neponset Valley Parkway, Boston]",01090001,,,,,42.2345321300,-71.1226145500,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,025,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2837,Spy Pond,Lake,"[deep hole, northern lobe, Arlington]",01090001,,,,,42.4099994900,-71.1519940000,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2839,Spy Pond,Lake,"[deep hole, southern lobe, Arlington]",01090001,,,,,42.4060001400,-71.1589964700,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2889,Unnamed Tributary,River/Stream,"[unnamed tributary to the Pritchards Pond impoundment of Boston Brook, approximately 200 feet from confluence with northern lobe of pond, Middleton]",01090001,,,,,42.6224894400,-71.0201856600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2890,Gravelly Brook,River/Stream,"[approximately 200 feet upstream/north of Topsfield Road, Ipswich]",01090001,,,,,42.6607477600,-70.9037113600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,009,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2916,Unnamed Tributary,River/Stream,"[unnamed tributary to Old Swamp River, Abington Street, Hingham]",01090001,,,,,42.1673814600,-70.9188496200,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2917,Unnamed Tributary,River/Stream,"[unnamed tributary to Old Swamp River, Audubon Road, Weymouth]",01090001,,,,,42.1886118000,-70.9446171400,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2918,Plymouth River,River/Stream,"[Olde Quarry Way/Black Rock Drive, Hingham]",01090001,,,,,42.1943995500,-70.9089445600,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,023,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W2919,Plymouth River,River/Stream,"[Colonels Drive, Weymouth]",01090001,,,,,42.1994367800,-70.9208489100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W3003,Cherry Brook,River/Stream,"[approximately 100 feet upstream/west of Conant Road, Weston]",01090001,,,,,42.3888133400,-71.2969856800,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,017,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W3005,Dix Brook,River/Stream,"[Financial Park, Franklin]",01090001,,,,,42.0602961400,-71.4214050100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MASSDEP,Massachusetts Department of Environmental Protection (MassDEP),MASSDEP-W3006,Purgatory Brook,River/Stream,"[upstream northwest at Route 1 (near Everett Street), Norwood]",01090001,,,,,42.2092474700,-71.1848210100,25000,,,Interpolation-Map,NAD83,,,,,,,US,25,021,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-001,"Charles River, at Newton Yacht Club, upstream of active CSOs",River/Stream,,01090001,,,,,42.3591861000,-71.1700919000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-002,"Charles River, 10m downstream of BOS033 (closed), upstream of active CSOs",River/Stream,,01090001,,,,,42.3630512000,-71.1456877000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-003,"Charles River, between CAM005 and CAM007",River/Stream,,01090001,,,,,42.3736875000,-71.1317945000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-004,"Charles River, downstream of River St. bridge",River/Stream,,01090001,,,,,42.3629480000,-71.1169010000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-005,"Charles River, upstream of Cottage Farm and CAM011 (closed)",River/Stream,,01090001,,,,,42.3563889000,-71.1163889000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-006,"Charles River, downstream of Cottage Farm, MWR201",River/Stream,,01090001,,,,,42.3525000000,-71.1085000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-007,"Charles River, at MIT Crew Boathouse",River/Stream,,01090001,,,,,42.3549986000,-71.0968930000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-008,"Charles River, downstream of Harvard Bridge",River/Stream,,01090001,,,,,42.3545000000,-71.0895000000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-009,"Charles River, between Harvard and Longfellow Bridges, MWR020",River/Stream,,01090001,,,,,42.3575000000,-71.0764440000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-010,"Charles River, downstream of Longfellow Bridge",River/Stream,,01090001,,,,,42.3638510000,-71.0748092000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-011,"Charles River, between Science Museum and Zakim Bridge",River/Stream,,01090001,,,,,42.3682841000,-71.0670750000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-012,"Charles River, upstream of Watertown Dam and all active CSOs",River/Stream,,01090001,,,,,42.3650732000,-71.1902240000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-055,"Neponset River, above Baker Dam in Milton",River/Stream,,01090001,,,,,42.2708180000,-71.0688780000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-056,"Mystic River, 100m upstream of Rt. 93",River/Stream,,01090001,,,,,42.4147689000,-71.1053218000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-057,"Mystic River, confluence of Mystic River and Alewife Brook",River/Stream,,01090001,,,,,42.4152235000,-71.1323932000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-066,"Mystic River, Boston Ave. bridge",River/Stream,,01090001,,,,,42.4172630000,-71.1306640000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-070,"Alewife Brook, mouth, off south (upstream) side of Mystic Valley Pkwy Bridge",River/Stream,,01090001,,,,,42.4144278000,-71.1324126000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-074,"Alewife Brook, offramp to Alewife MBTA station, downstream of MWR003 and CAM401A",River/Stream,,01090001,,,,,42.3974221000,-71.1435107000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-083,"Mystic River, upstream of confluence of Mystic River and Alewife Brook",River/Stream,,01090001,,,,,42.4152026000,-71.1370409000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-089,"South Dorchester Bay, Neponset River, Commercial Point, Victory Rd. Park, BOS090 (closed)",Estuary,,01090001,,,,,42.2983474000,-71.0463469000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-144,"Charles River, south of Arsenal Complex, near CSO BOS032 (closed), upstream of active CSOs",River/Stream,,01090001,,,,,42.3596923000,-71.1555595000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-145,"Charles River, Stony Brook outfall, MWR023",River/Stream,,01090001,,,,,42.3519299000,-71.0920070000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-166,"Charles River, landing in back of Science Museum",River/Stream,,01090001,,,,,42.3661774000,-71.0702014000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-172,"Alewife Brook, upstream side of Mass. Ave. bridge, midchannel, downstream of CAM401B",River/Stream,,01090001,,,,,42.4009177000,-71.1363861000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-174,"Alewife Brook, Little River, 415 ft upstream of Rt. 2 east offramp to Alewife MBTA station, upstream of active CSOs",River/Stream,,01090001,,,,,42.3970288000,-71.1449938000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-206,"Mid-channel, sampled on the upstream side of the BU Bridge",River/Stream,,01090001,,,,,42.3526780000,-71.1106940000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-210,Lower Charles River downstream of CAM017,River/Stream,,01090001,,,,,42.3647220000,-71.0758330000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-255,"Downstream side of pedestrian foot bridge, mid-channel, 150 meters upstream of site 055 and the Baker Dam",River/Stream,,01090001,,,,,42.2706570000,-71.0707070000,,,,Unknown,UNKWN,,,,,,,US,25,025,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-276,"Alewife Brook, 10 yards downstream of SOM001A",River/Stream,,01090001,,,,,42.4022583000,-71.1351700000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-277,"Alewife Brook, 50 yards upstream of CAM401B",River/Stream,,01090001,,,,,42.4006500000,-71.1371380000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MWRA_WQX,Massachusetts Water Resources Authority,MWRA_WQX-MWRA-308,"Alewife Brook at CAM401A outfall, upstream of confluence with Little River",River/Stream,,01090001,,,,,42.3956500000,-71.1439760000,,,,Unknown,UNKWN,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-ABR006,Aberjona River at USGS Gaging Station in Winchester; the bank upstream of weir,River/Stream,,01090001,,,,,42.4473470000,-71.1387220000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-ABR028,Aberjona River at Washington Street in Winchester; upstream side of the bridge,River/Stream,,01090001,,,,,42.4694720000,-71.1249580000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-ABR049,Aberjona River at Salem Street in Woburn; downstream side of the bridge,River/Stream,,01090001,,,,,42.4914750000,-71.1288750000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-ALB006,Alewife Brook at Broadway Bridge in Somerville; downstream of the bridge on the bank,River/Stream,,01090001,,,,,42.4071330000,-71.1337670000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MEB001,Meetinghouse Brook at Mystic River in Medford; upstream side of the culvert,River/Stream,,01090001,,,,,42.4184190000,-71.1169810000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MIB001,Mill Brook at Mt. Pleasant Cemetery in Arlington; upstream of the dam,River/Stream,,01090001,,,,,42.4223420000,-71.1494750000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MIC004,Mill Creek at Broadway Bridge on Chelsea/Revere line; sampled from south east side of Broadway bridge,Estuary,,01090001,,,,,42.4033400000,-71.0180300000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,025,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MYR071,"Mystic River at High Street Bridge in Medford; outlet from Lower Mystic Lake, upstream side of the bridge",River/Stream,,01090001,,,,,42.4206470000,-71.1429060000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MYR275,Mystic River at Draw Seven Park in Somerville; sampled downstream of MWR205,Estuary,,01090001,,,,,42.3931730000,-71.0756330000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-MYRMMP,Mystic River at Mary O'Malley Park in Chelsea; sampled from east side of wooden pier at east end of park,Estuary,,01090001,,,,,42.3871500000,-71.0490100000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,025,,,,,,,,,,STORET
MYRWA,Mystic River Watershed Association (Massachusetts),MYRWA-UPL001,Upper Mystic Lake at Mystic Lakes Dam in Medford; Sample at south east corner of Uppper Mystic Lake,Lake,,01090001,,,,,42.4308140000,-71.1481640000,,,,GPS-Unspecified,WGS84,,,,,,,US,25,017,,,,,,,,,,STORET
